input_sku,input_ean,input_name,source_api_sku,source_api_ean,source_api_name,source_currency,source_price_diamond,source_price_path,source_stock,source_stock_path,source_stock_status,plenty_item_id,plenty_variation_id,plenty_variation_number,plenty_match_method,plenty_old_purchase_price,plenty_target_purchase_price,purchase_price_status,plenty_old_stock,plenty_target_stock,stock_delta,stock_status,plenty_sales_price_id,plenty_target_sales_price,sales_price_status,source_status,plenty_status,overall_status,error,fetched_at_utc,synced_at_utc,cycle,attempts_total
125848,5906717400964,Socken frotte 2 st.,125848,5906717400964,Socken frotte 2 st.,EUR,7.12,extension_attributes.final_price,495.0,extension_attributes.stock_qty,PRODUCT_PAYLOAD,,,,,,,,,,,,,,,OK,PLENTY_VARIATION_NOT_FOUND,PLENTY_MATCH_ERROR,SKU/EAN ile Plenty varyasyonu bulunamadi.,2026-08-25T14:37:09.881468+00:00,,17,3
126134,5906717419072,Hair system friseurwagen 8-5,126134,5906717419072,,EUR,,,0.0,stock_flag,PRODUCT_PAYLOAD,1169,2357,126134,numberExact,21.64,,SOURCE_PRICE_MISSING,,,,DISABLED,8,,SOURCE_PRICE_MISSING,OK,FOUND,PARTIAL_ERROR,ActiveShop Price Diamond bulunamadi,2026-08-25T14:39:39.976364+00:00,2026-08-25T14:39:40.453681+00:00,17,3
126179,5906717419171,Beinauflage für pediküre 108 weiss,126179,5906717419171,,EUR,,,0.0,stock_flag,PRODUCT_PAYLOAD,1172,2360,126179,numberExact,20.2,,SOURCE_PRICE_MISSING,,,,DISABLED,8,,SOURCE_PRICE_MISSING,OK,FOUND,PARTIAL_ERROR,ActiveShop Price Diamond bulunamadi,2026-08-25T14:39:46.590368+00:00,2026-08-25T14:39:47.076448+00:00,17,3
100715,5906717401183,Hydraulische kosmetikliege a 234 weiss,100715,5906717401183,,EUR,,,0.0,stock_flag,PRODUCT_PAYLOAD,1256,2473,100715,numberExact,201.75,,SOURCE_PRICE_MISSING,,,,DISABLED,8,,SOURCE_PRICE_MISSING,OK,FOUND,PARTIAL_ERROR,ActiveShop Price Diamond bulunamadi,2026-08-25T18:02:59.223347+00:00,2026-08-25T18:02:59.731846+00:00,17,3
100716,5906717401190,Hydraulische kosmetikliege a 234c pedi weiss,100716,5906717401190,,EUR,,,0.0,stock_flag,PRODUCT_PAYLOAD,1257,2474,100716,numberExact,219.0,,SOURCE_PRICE_MISSING,,,,DISABLED,8,,SOURCE_PRICE_MISSING,OK,FOUND,PARTIAL_ERROR,ActiveShop Price Diamond bulunamadi,2026-08-25T18:03:01.086710+00:00,2026-08-25T18:03:01.597188+00:00,17,3
100954,5906717401824,Nagelfeile gerade big schwarz 80/100 1 st.,100954,5906717401824,,EUR,,,0.0,stock_flag,PRODUCT_PAYLOAD,1282,2501,100954,numberExact,0.25,,SOURCE_PRICE_MISSING,,,,DISABLED,8,,SOURCE_PRICE_MISSING,OK,FOUND,PARTIAL_ERROR,ActiveShop Price Diamond bulunamadi,2026-08-25T18:07:11.460796+00:00,2026-08-25T18:07:12.033661+00:00,17,3
104883,5906717404177,Einweg-bademantel kurzer ärmel,104883,5906717404177,,EUR,,,0.0,stock_flag,PRODUCT_PAYLOAD,1333,2561,104883,numberExact,1.16,,SOURCE_PRICE_MISSING,,,,DISABLED,8,,SOURCE_PRICE_MISSING,OK,FOUND,PARTIAL_ERROR,ActiveShop Price Diamond bulunamadi,2026-08-25T18:12:18.091326+00:00,2026-08-25T18:12:18.643794+00:00,17,3
123468,5906717413124,Gabbiano friseurstuhl für kinder polizeiwagen b082,123468,5906717413124,,EUR,,,0.0,stock_flag,PRODUCT_PAYLOAD,1393,2624,123468,numberExact,259.61,,SOURCE_PRICE_MISSING,,,,DISABLED,8,,SOURCE_PRICE_MISSING,OK,FOUND,PARTIAL_ERROR,ActiveShop Price Diamond bulunamadi,2026-08-25T18:17:46.173328+00:00,2026-08-25T18:17:46.706537+00:00,17,3
127631,5906717423291,Ring-Schreibtischleuchte LED Snake weiß,127631,5906717423291,,EUR,,,0.0,stock_flag,PRODUCT_PAYLOAD,1440,2676,127631,numberExact,5.77,,SOURCE_PRICE_MISSING,,,,DISABLED,8,,SOURCE_PRICE_MISSING,OK,FOUND,PARTIAL_ERROR,ActiveShop Price Diamond bulunamadi,2026-08-25T18:22:17.487020+00:00,2026-08-25T18:22:18.006235+00:00,17,3
127976,5906717425875,Snippex Rasiermesser Razor 135 Stahl,127976,5906717425875,,EUR,,,0.0,stock_flag,PRODUCT_PAYLOAD,1444,2681,127976,numberExact,7.07,,SOURCE_PRICE_MISSING,,,,DISABLED,8,,SOURCE_PRICE_MISSING,OK,FOUND,PARTIAL_ERROR,ActiveShop Price Diamond bulunamadi,2026-08-25T18:22:28.035096+00:00,2026-08-25T18:22:28.581974+00:00,17,3
128443,5906717426384,Kugelsterilisator Pro 100W,128443,5906717426384,,EUR,,,0.0,stock_flag,PRODUCT_PAYLOAD,1446,2683,128443,numberExact,4.88,,SOURCE_PRICE_MISSING,,,,DISABLED,8,,SOURCE_PRICE_MISSING,OK,FOUND,PARTIAL_ERROR,ActiveShop Price Diamond bulunamadi,2026-08-25T18:22:32.911150+00:00,2026-08-25T18:22:33.420202+00:00,17,3
131772,5901810005276,"Apis Himbeerglühen, Algenmaske mit gefriergetrockneten Himbeeren 20g",131772,5901810005276,,EUR,,,0.0,stock_flag,PRODUCT_PAYLOAD,1482,2727,131772,numberExact,1.01,,SOURCE_PRICE_MISSING,,,,DISABLED,8,,SOURCE_PRICE_MISSING,OK,FOUND,PARTIAL_ERROR,ActiveShop Price Diamond bulunamadi,2026-08-25T18:26:32.332513+00:00,2026-08-25T18:26:33.391106+00:00,17,3
129181,5906717428067,Glasbehälter für Instrumentendesinfektion q5b 800 ml,129181,5906717428067,,EUR,,,0.0,stock_flag,PRODUCT_PAYLOAD,1515,2762,129181,numberExact,7.5,,SOURCE_PRICE_MISSING,,,,DISABLED,8,,SOURCE_PRICE_MISSING,OK,FOUND,PARTIAL_ERROR,ActiveShop Price Diamond bulunamadi,2026-08-25T22:00:49.214051+00:00,2026-08-25T22:00:49.773687+00:00,17,3
130994,5906717430664,Behandlungslampe led all4light lashes line 2 schwarz mit Halterung,130994,5906717430664,,EUR,,,0.0,stock_flag,PRODUCT_PAYLOAD,1528,2776,130994,numberExact,29.73,,SOURCE_PRICE_MISSING,,,,DISABLED,8,,SOURCE_PRICE_MISSING,OK,FOUND,PARTIAL_ERROR,ActiveShop Price Diamond bulunamadi,2026-08-25T22:01:24.488469+00:00,2026-08-25T22:01:25.015790+00:00,17,3
130995,5906717430671,Behandlungslampe led all4light lashes line 2 silber mit Halterung,130995,5906717430671,,EUR,,,0.0,stock_flag,PRODUCT_PAYLOAD,1528,2777,130995,numberExact,29.73,,SOURCE_PRICE_MISSING,,,,DISABLED,8,,SOURCE_PRICE_MISSING,OK,FOUND,PARTIAL_ERROR,ActiveShop Price Diamond bulunamadi,2026-08-25T22:01:26.378680+00:00,2026-08-25T22:01:26.925382+00:00,17,3
129327,5906717428234,Gerät Elegante Platinum T8 Anti-Aging & Body-Shaping System,129327,5906717428234,,EUR,,,0.0,stock_flag,PRODUCT_PAYLOAD,,,,,,,,,,,,,,,OK,PLENTY_VARIATION_NOT_FOUND,PLENTY_MATCH_ERROR,SKU/EAN ile Plenty varyasyonu bulunamadi.,2026-08-25T22:11:36.830473+00:00,,17,5
133283,5906717435959,Friseurumhang j-33,133283,5906717435959,,EUR,,,0.0,stock_flag,PRODUCT_PAYLOAD,1695,2968,133283,numberExact,4.33,,SOURCE_PRICE_MISSING,,,,DISABLED,8,,SOURCE_PRICE_MISSING,OK,FOUND,PARTIAL_ERROR,ActiveShop Price Diamond bulunamadi,2026-08-25T22:18:13.321913+00:00,2026-08-25T22:18:14.349129+00:00,17,5
135476,5906717439629,Aroma Diffusor Luftbefeuchter spa 16 dark wood 130ml,135476,5906717439629,,EUR,,,0.0,stock_flag,PRODUCT_PAYLOAD,1746,3030,135476,numberExact,,,SOURCE_PRICE_MISSING,,,,DISABLED,8,,SOURCE_PRICE_MISSING,OK,FOUND,PARTIAL_ERROR,ActiveShop Price Diamond bulunamadi,2026-08-25T22:21:50.550028+00:00,2026-08-25T22:21:51.082835+00:00,17,3
132971,5906717434242,BEISTELLWAGEN TATTOO PRO INK 1015 SCHWARZ,132971,5906717434242,,EUR,,,0.0,stock_flag,PRODUCT_PAYLOAD,1754,3039,132971,numberExact,70.5,,SOURCE_PRICE_MISSING,,,,DISABLED,8,,SOURCE_PRICE_MISSING,OK,FOUND,PARTIAL_ERROR,ActiveShop Price Diamond bulunamadi,2026-08-25T22:22:15.627091+00:00,2026-08-25T22:22:16.157032+00:00,17,3
138635,5906717445576,"FRÄSER EXO PRO DIAMANT FRONTALWALZE 5,0MM BL",138635,5906717445576,,EUR,,,0.0,stock_flag,PRODUCT_PAYLOAD,1804,3109,138635,numberExact,6.29,,SOURCE_PRICE_MISSING,,,,DISABLED,8,,SOURCE_PRICE_MISSING,OK,FOUND,PARTIAL_ERROR,ActiveShop Price Diamond bulunamadi,2026-08-26T02:55:30.639022+00:00,2026-08-26T02:55:31.229973+00:00,17,3
137104,5906717442117,GABBIANO FRISEURWÄSCHE ASTI SCHWARZ,137104,5906717442117,,EUR,,,0.0,stock_flag,PRODUCT_PAYLOAD,1834,3151,137104,numberExact,360.63,,SOURCE_PRICE_MISSING,,,,DISABLED,8,,SOURCE_PRICE_MISSING,OK,FOUND,PARTIAL_ERROR,ActiveShop Price Diamond bulunamadi,2026-08-26T02:58:22.138519+00:00,2026-08-26T02:58:22.699958+00:00,17,3
137630,5906717442841,EXO POLERKA BUFER BANANE 320/1200 10 STK,137630,5906717442841,,EUR,,,0.0,stock_flag,PRODUCT_PAYLOAD,1839,3156,137630,numberExact,0.8,,SOURCE_PRICE_MISSING,,,,DISABLED,8,,SOURCE_PRICE_MISSING,OK,FOUND,PARTIAL_ERROR,ActiveShop Price Diamond bulunamadi,2026-08-26T02:58:35.721032+00:00,2026-08-26T02:58:36.292507+00:00,17,3
143104,5906750236360,CLARESA BASISGUMMI 10 -5g,143104,5906750236360,,EUR,,,0.0,stock_flag,PRODUCT_PAYLOAD,1925,3254,143104,numberExact,2.82,2.82,SOURCE_PRICE_MISSING,,,,DISABLED,8,4.19,SOURCE_PRICE_MISSING,OK,FOUND,PARTIAL_ERROR,ActiveShop Price Diamond bulunamadi,2026-08-26T03:06:06.159481+00:00,2026-08-26T03:06:06.724878+00:00,17,3
143107,5907731978088,CLARESA BASISGUMMI 13 -5g,143107,5907731978088,,EUR,,,0.0,stock_flag,PRODUCT_PAYLOAD,1925,3257,143107,numberExact,2.82,2.82,SOURCE_PRICE_MISSING,,,,DISABLED,8,4.19,SOURCE_PRICE_MISSING,OK,FOUND,PARTIAL_ERROR,ActiveShop Price Diamond bulunamadi,2026-08-26T03:06:08.297454+00:00,2026-08-26T03:06:08.848657+00:00,17,3
143108,5903819802061,CLARESA BASISGUMMI 14 -5g,143108,5903819802061,,EUR,,,0.0,stock_flag,PRODUCT_PAYLOAD,1925,3258,143108,numberExact,2.82,2.82,SOURCE_PRICE_MISSING,,,,DISABLED,8,4.19,SOURCE_PRICE_MISSING,OK,FOUND,PARTIAL_ERROR,ActiveShop Price Diamond bulunamadi,2026-08-26T03:06:10.307574+00:00,2026-08-26T03:06:11.409859+00:00,17,3
143115,5903819802122,CLARESA BASISGUMMI 20 -5g,143115,5903819802122,,EUR,,,0.0,stock_flag,PRODUCT_PAYLOAD,1925,3259,143115,numberExact,2.82,2.82,SOURCE_PRICE_MISSING,,,,DISABLED,8,4.19,SOURCE_PRICE_MISSING,OK,FOUND,PARTIAL_ERROR,ActiveShop Price Diamond bulunamadi,2026-08-26T03:06:12.763596+00:00,2026-08-26T03:06:13.372525+00:00,17,3
143193,5906750239699,CLARESA Hybrid Politur CANDY 2 -5g,143193,5906750239699,,EUR,,,0.0,stock_flag,PRODUCT_PAYLOAD,1930,3324,143193,numberExact,2.08,,SOURCE_PRICE_MISSING,,,,DISABLED,8,,SOURCE_PRICE_MISSING,OK,FOUND,PARTIAL_ERROR,ActiveShop Price Diamond bulunamadi,2026-08-26T03:07:09.274560+00:00,2026-08-26T03:07:09.816579+00:00,17,3
143196,5906750239729,CLARESA Hybrid Politur CANDY 5 -5g,143196,5906750239729,,EUR,,,0.0,stock_flag,PRODUCT_PAYLOAD,1930,3327,143196,numberExact,2.08,,SOURCE_PRICE_MISSING,,,,DISABLED,8,,SOURCE_PRICE_MISSING,OK,FOUND,PARTIAL_ERROR,ActiveShop Price Diamond bulunamadi,2026-08-26T03:07:14.350154+00:00,2026-08-26T03:07:14.935754+00:00,17,3
143216,5903819807219,"CLARESA Gel Politur FALLIN""LOVE 13 -5g",143216,5903819807219,,EUR,,,0.0,stock_flag,PRODUCT_PAYLOAD,1932,3332,143216,numberExact,2.08,,SOURCE_PRICE_MISSING,,,,DISABLED,8,,SOURCE_PRICE_MISSING,OK,FOUND,PARTIAL_ERROR,ActiveShop Price Diamond bulunamadi,2026-08-26T03:07:27.567256+00:00,2026-08-26T03:07:28.131214+00:00,17,3
143225,5903819803792,CLARESA Hybridlack FLUO 1 -5g,143225,5903819803792,,EUR,,,0.0,stock_flag,PRODUCT_PAYLOAD,1933,3341,143225,numberExact,2.08,,SOURCE_PRICE_MISSING,,,,DISABLED,8,,SOURCE_PRICE_MISSING,OK,FOUND,PARTIAL_ERROR,ActiveShop Price Diamond bulunamadi,2026-08-26T03:08:58.511163+00:00,2026-08-26T03:08:59.062847+00:00,17,3
143273,5902846077428,CLARESA Gel Politur GREEN 802 -5g,143273,5902846077428,,EUR,,,0.0,stock_flag,PRODUCT_PAYLOAD,1929,3286,143273,numberExact,2.08,,SOURCE_PRICE_MISSING,,,,DISABLED,8,,SOURCE_PRICE_MISSING,OK,FOUND,PARTIAL_ERROR,ActiveShop Price Diamond bulunamadi,2026-08-26T03:10:10.261640+00:00,2026-08-26T03:10:10.840525+00:00,17,3
143301,5906750239774,CLARESA Hybrid Politur MINT 4 -5g,143301,5906750239774,,EUR,,,0.0,stock_flag,PRODUCT_PAYLOAD,1944,3379,143301,numberExact,2.08,,SOURCE_PRICE_MISSING,,,,DISABLED,8,,SOURCE_PRICE_MISSING,OK,FOUND,PARTIAL_ERROR,ActiveShop Price Diamond bulunamadi,2026-08-26T03:11:58.140722+00:00,2026-08-26T03:11:58.678954+00:00,17,3
143368,5903819801255,CLARESA Gelpolitur Precious PS5,143368,5903819801255,,EUR,,,0.0,stock_flag,PRODUCT_PAYLOAD,1947,3391,143368,numberExact,2.08,,SOURCE_PRICE_MISSING,,,,DISABLED,8,,SOURCE_PRICE_MISSING,OK,FOUND,PARTIAL_ERROR,ActiveShop Price Diamond bulunamadi,2026-08-26T06:05:39.178730+00:00,2026-08-26T06:05:39.725190+00:00,17,5
143425,5903819807615,"CLARESA Gel Politur WARMIN""FALL 5 -5g",143425,5903819807615,,EUR,,,0.0,stock_flag,PRODUCT_PAYLOAD,1951,3399,143425,numberExact,2.08,,SOURCE_PRICE_MISSING,,,,DISABLED,8,,SOURCE_PRICE_MISSING,OK,FOUND,PARTIAL_ERROR,ActiveShop Price Diamond bulunamadi,2026-08-26T06:07:46.513798+00:00,2026-08-26T06:07:47.029036+00:00,17,3
143474,5903819807653,CLARESA Hybridlack GREEN WINKS 2 -5g,143474,5903819807653,,EUR,,,0.0,stock_flag,PRODUCT_PAYLOAD,1967,3416,143474,numberExact,2.08,,SOURCE_PRICE_MISSING,,,,DISABLED,8,,SOURCE_PRICE_MISSING,OK,FOUND,PARTIAL_ERROR,ActiveShop Price Diamond bulunamadi,2026-08-26T06:09:39.533908+00:00,2026-08-26T06:09:40.052822+00:00,17,3
143482,5903819808421,CLARESA Hybridlack Make It Shine! 6 -5g,143482,5903819808421,,EUR,,,0.0,stock_flag,PRODUCT_PAYLOAD,1968,3419,143482,numberExact,2.08,,SOURCE_PRICE_MISSING,,,,DISABLED,8,,SOURCE_PRICE_MISSING,OK,FOUND,PARTIAL_ERROR,ActiveShop Price Diamond bulunamadi,2026-08-26T06:09:44.332379+00:00,2026-08-26T06:09:44.838261+00:00,17,3
138345,5906717443916,HAARWECHSELRICHTER TRIO XL PINK K-222,138345,5906717443916,,EUR,,,0.0,stock_flag,PRODUCT_PAYLOAD,1988,3445,138345,numberExact,18.76,,SOURCE_PRICE_MISSING,,,,DISABLED,8,,SOURCE_PRICE_MISSING,OK,FOUND,PARTIAL_ERROR,ActiveShop Price Diamond bulunamadi,2026-08-26T06:11:53.126710+00:00,2026-08-26T06:11:53.625241+00:00,17,3
141188,5906717448102,4Rico Barhocker QS-B16g Samt Schwarz,141188,5906717448102,,EUR,,,0.0,stock_flag,PRODUCT_PAYLOAD,1991,3449,141188,numberExact,53.97,,SOURCE_PRICE_MISSING,,,,DISABLED,8,,SOURCE_PRICE_MISSING,OK,FOUND,PARTIAL_ERROR,ActiveShop Price Diamond bulunamadi,2026-08-26T06:12:04.389724+00:00,2026-08-26T06:12:04.890069+00:00,17,3
141179,5906717448010,BÜROSTUHL QS-11 SCHWARZ,141179,5906717448010,,EUR,,,0.0,stock_flag,PRODUCT_PAYLOAD,1994,3454,141179,numberExact,43.75,,SOURCE_PRICE_MISSING,,,,DISABLED,8,,SOURCE_PRICE_MISSING,OK,FOUND,PARTIAL_ERROR,ActiveShop Price Diamond bulunamadi,2026-08-26T06:12:13.746316+00:00,2026-08-26T06:12:14.338029+00:00,17,3
144386,5903819809480,CLARESA Hybridlack Kiss Me! 3 -5g,144386,5903819809480,,EUR,,,0.0,stock_flag,PRODUCT_PAYLOAD,2081,3555,144386,numberExact,2.08,2.08,SOURCE_PRICE_MISSING,,,,DISABLED,8,3.09,SOURCE_PRICE_MISSING,OK,FOUND,PARTIAL_ERROR,ActiveShop Price Diamond bulunamadi,2026-08-26T06:19:26.079683+00:00,2026-08-26T06:19:26.631231+00:00,17,3
144701,5903819813968,CLARESA HYBRIDLACK SUMMER STORIES 4 -5g,144701,5903819813968,,EUR,,,0.0,stock_flag,PRODUCT_PAYLOAD,2082,3562,144701,numberExact,2.08,,SOURCE_PRICE_MISSING,,,,DISABLED,8,,SOURCE_PRICE_MISSING,OK,FOUND,PARTIAL_ERROR,ActiveShop Price Diamond bulunamadi,2026-08-26T06:19:42.582482+00:00,2026-08-26T06:19:43.085856+00:00,17,5
142852,5906717449024,Elektrische Kosmetikliege  LUX WEISS BEHEIZT,142852,5906717449024,,EUR,,,0.0,stock_flag,PRODUCT_PAYLOAD,2092,3578,142852,numberExact,475.0,,SOURCE_PRICE_MISSING,,,,DISABLED,8,,SOURCE_PRICE_MISSING,OK,FOUND,PARTIAL_ERROR,ActiveShop Price Diamond bulunamadi,2026-08-26T06:21:29.793918+00:00,2026-08-26T06:21:30.282500+00:00,17,3
143078,5906717449772,SAKURA MASSAGESESSEL STANDARD 801 GRAU,143078,5906717449772,,EUR,,,0.0,stock_flag,PRODUCT_PAYLOAD,2101,3597,143078,numberExact,1010.16,1010.16,SOURCE_PRICE_MISSING,,,,DISABLED,8,1502.61,SOURCE_PRICE_MISSING,OK,FOUND,PARTIAL_ERROR,ActiveShop Price Diamond bulunamadi,2026-08-26T06:22:21.603633+00:00,2026-08-26T06:22:22.130678+00:00,17,3
141663,5906717448881,LOCKENSTABROLLER FÜR LOCKIGES HAAR,141663,5906717448881,,EUR,,,0.0,stock_flag,PRODUCT_PAYLOAD,2146,3657,141663,numberExact,,,SOURCE_PRICE_MISSING,,,,DISABLED,8,,SOURCE_PRICE_MISSING,OK,FOUND,PARTIAL_ERROR,ActiveShop Price Diamond bulunamadi,2026-08-26T06:26:53.099647+00:00,2026-08-26T06:26:53.609993+00:00,17,3
148088,5900117980361,Farmona Hautcrememaske Pfingstrosenessenz Creme-Maske für Körper und Füße Pfingstrose 500 ml,148088,5900117980361,,EUR,,,0.0,stock_flag,PRODUCT_PAYLOAD,2311,3950,148088,numberExact,7.49,,SOURCE_PRICE_MISSING,,,,DISABLED,8,,SOURCE_PRICE_MISSING,OK,FOUND,PARTIAL_ERROR,ActiveShop Price Diamond bulunamadi,2026-08-26T10:38:24.680954+00:00,2026-08-26T10:38:25.192478+00:00,17,3
148335,5903819820140,CLARESA Hybridlack Voller Farben 1 -5g,148335,5903819820140,,EUR,,,0.0,stock_flag,PRODUCT_PAYLOAD,2376,4063,148335,numberExact,2.08,,SOURCE_PRICE_MISSING,,,,DISABLED,8,,SOURCE_PRICE_MISSING,OK,FOUND,PARTIAL_ERROR,ActiveShop Price Diamond bulunamadi,2026-08-26T14:31:35.243698+00:00,2026-08-26T14:31:35.772251+00:00,17,3
148336,5903819820157,CLARESA Hybridlack Voller Farben 2 -5g,148336,5903819820157,,EUR,,,0.0,stock_flag,PRODUCT_PAYLOAD,2376,4064,148336,numberExact,2.08,,SOURCE_PRICE_MISSING,,,,DISABLED,8,,SOURCE_PRICE_MISSING,OK,FOUND,PARTIAL_ERROR,ActiveShop Price Diamond bulunamadi,2026-08-26T14:31:37.058495+00:00,2026-08-26T14:31:37.598314+00:00,17,3
148340,5903819820195,CLARESA Hybridlack Voller Farben 6 -5g,148340,5903819820195,,EUR,,,0.0,stock_flag,PRODUCT_PAYLOAD,2376,4068,148340,numberExact,2.08,,SOURCE_PRICE_MISSING,,,,DISABLED,8,,SOURCE_PRICE_MISSING,OK,FOUND,PARTIAL_ERROR,ActiveShop Price Diamond bulunamadi,2026-08-26T14:31:47.071033+00:00,2026-08-26T14:31:47.624317+00:00,17,3
148098,5906717457043,Sakura Massagesessel Standard 801 schwarz-rot,148098,5906717457043,,EUR,,,0.0,stock_flag,PRODUCT_PAYLOAD,2101,3599,148098,numberExact,1010.16,,SOURCE_PRICE_MISSING,,,,DISABLED,8,,SOURCE_PRICE_MISSING,OK,FOUND,PARTIAL_ERROR,ActiveShop Price Diamond bulunamadi,2026-08-26T14:31:51.841685+00:00,2026-08-26T14:31:52.365131+00:00,17,3
148371,5600450615028,Capillus Ulltraliss Forte Ampullen 10 ml,148371,5600450615028,,EUR,,,0.0,stock_flag,PRODUCT_PAYLOAD,2388,4097,148371,numberExact,22.95,,SOURCE_PRICE_MISSING,,,,DISABLED,8,,SOURCE_PRICE_MISSING,OK,FOUND,PARTIAL_ERROR,ActiveShop Price Diamond bulunamadi,2026-08-26T14:33:56.130195+00:00,2026-08-26T14:33:56.632845+00:00,17,3
148945,5903819819151,Claresa Top Bubble schwarz Matt Ohne Wischtuch -5g,148945,5903819819151,,EUR,,,0.0,stock_flag,PRODUCT_PAYLOAD,2499,4240,148945,numberExact,2.98,,SOURCE_PRICE_MISSING,,,,DISABLED,8,,SOURCE_PRICE_MISSING,OK,FOUND,PARTIAL_ERROR,ActiveShop Price Diamond bulunamadi,2026-08-26T14:44:43.214631+00:00,2026-08-26T14:44:43.706668+00:00,17,3
